_id,id,asset_id,location,alternative_name,type,location_details,url,address,PostedDate,AssetName,Reason,Comments,Status,geometry,,,,,,,,,,Type of Fountains,,,
432,493,102124,Cliffwood Park,Cliffwood Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located on the pathway at the entrance to the tennis courts.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=493,280 Cliffwood Rd  ,2026-05-06T13:38:09,Cliffwood Park Drinking Water Station,None,None,1,"{""coordinates"": [[-79.35470807, 43.807990270000005]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
433,640,102041,Glendora Park,Glendora Park Bottle Filling Station,Bottle Filling Station,Located on the pathway west of the splash pad.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=640,201 Glendora Ave  ,2026-05-06T13:37:54,Glendora Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.39997673, 43.76135549]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
434,961,102258,Cynthia Lai Park,Cynthia Lai Park Drinking Fountain,Drinking Fountain,Located along the pathway south of the playground and the basketball courts.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=961,1051 Progress Ave  ,2026-05-06T07:55:37,Rosebank Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.23352375, 43.79240963]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
435,216,2568,Symington Avenue Playground,Symington Avenue Playground Fitness Area Drinking Water Station,"Drinking Fountain, Dog Fountain",Located south of the outdoor fitness equipment area and baseball diamond.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=216,431 Perth Ave  ,2026-05-06T06:34:11,Symington Avenue Playground Fitness Area Drinking Water Station,None,None,1,"{""coordinates"": [[-79.45276983999999, 43.666693370000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
436,208,102063,Suydam Park,Suydam Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located on the northeast corner of the park along Spadina Road.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=208,22 Relmar Rd  ,2026-05-06T06:30:45,Suydam Park Drinking Water Station,None,None,1,"{""coordinates"": [[-79.41362293, 43.69071518]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
437,2261,2582,Sugar Beach Park,Sugar Beach Splash Pad Drinking Water Station,"Drinking Fountain, Dog Fountain",Located east of the splash pad.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2261,11 Dockside Dr  ,2026-05-06T06:30:22,Sugar Beach Splash Pad Drinking Water Station,None,None,1,"{""coordinates"": [[-79.36697242, 43.64301365]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
438,2619,102006,Stadium Road Park,Stadium Road Park North Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",Located  on the north end of the park along the pathway on the east side close to Stadium Road.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2619,10 Stadium Rd  ,2026-05-06T06:30:05,Stadium Road Park North Drinking Water Station,None,None,1,"{""coordinates"": [[-79.40063101999999, 43.63440991]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
439,195,2598,St. Mary Street Parkette,St. Mary Street Parkette Drinking Fountain,Drinking Fountain,Located on the south side of the parkette. ,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=195,26 St Mary St  ,2026-05-06T06:29:52,St. Mary Street Parkette Drinking Fountain,None,None,1,"{""coordinates"": [[-79.38691408, 43.66786604]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
440,172,2609,Spencer - Cowan Parkette,Spencer - Cowan Wading Pool Drinking Fountain,Drinking Fountain,Located east of the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=172,80 Spencer Ave  ,2026-05-06T06:28:46,Spencer - Cowan Wading Pool Drinking Fountain,None,None,1,"{""coordinates"": [[-79.43059794999999, 43.63636384]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
441,200,102038,Sir Winston Churchill Park,Sir Winston Churchill Park Playground Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",Located east of the playground outside of the clubhouse/washroom building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=200,301 St. Clair Ave  W ,2026-05-06T06:28:25,Sir Winston Churchill Park Playground Drinking Water Station,None,None,1,"{""coordinates"": [[-79.40848391, 43.68435321]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
442,200,102201,Sir Winston Churchill Park,Sir Winston Churchill Park Dog Off-Leash Area Dog Fountain,Dog Fountain,Located inside the dog off-leash area on the south side.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=200,301 St. Clair Ave  W ,2026-05-06T06:28:16,Sir Winston Churchill Park Dog Off-Leash Area Dog Fountain,None,None,1,"{""coordinates"": [[-79.40981435, 43.68232716]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
443,1860,2628,Sherbourne Common,Sherbourne Common Playground Drinking Fountain,Drinking Fountain,Located along the pathway in between the two playground areas.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1860,5 Lower Sherbourne St  ,2026-05-06T06:27:58,Sherbourne Common Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.36565672, 43.64583805]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
444,1860,2627,Sherbourne Common,Sherbourne Common Drinking Fountain,Drinking Fountain,Located in the outdoor ice rink building on the south side of Queens Quay East.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1860,5 Lower Sherbourne St  ,2026-05-06T06:27:48,Sherbourne Common Drinking Fountain,None,None,1,"{""coordinates"": [[-79.364601, 43.64454039]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
445,386,2654,Roundhouse Park,Roundhouse Park Playground Drinking Fountain,Drinking Fountain,Located at the north end of the playground along the pathway. ,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=386,255 Bremner Blvd  ,2026-05-06T06:27:03,Roundhouse Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.38426209, 43.640976030000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
446,386,97064,Roundhouse Park,Roundhouse Park Don Station Drinking Fountain,Drinking Fountain,Located west of the Don Station building on the west side of the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=386,255 Bremner Blvd  ,2026-05-06T06:26:55,Roundhouse Park Don Station Drinking Fountain,None,None,1,"{""coordinates"": [[-79.38542217, 43.641463769999994]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
447,210,2660,Rosedale Park,Rosedale Park Wading Pool Drinking Fountain,Drinking Fountain,Located east of the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=210,20 Scholfield Ave  ,2026-05-06T06:26:18,Rosedale Park Wading Pool Drinking Fountain,None,None,1,"{""coordinates"": [[-79.37932471, 43.683145550000006]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
448,210,102208,Rosedale Park,Rosedale Park Dog Fountain,Dog Fountain,Located on the outside on the south side of the tennis clubhouse building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=210,20 Scholfield Ave  ,2026-05-06T06:26:08,Rosedale Park Dog Fountain,None,None,1,"{""coordinates"": [[-79.37912818999999, 43.6832071]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
449,237,2664,Robert Bateman Parkette,Robert Bateman Parkette Drinking Water Station,"Drinking Fountain, Dog Fountain",Located along the pathway where Robert Bateman Parkette and Kay Gardner Beltline Park meet.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=237,281 Chaplin Cres  ,2026-05-06T06:23:13,Robert Bateman Parkette Drinking Water Station,None,None,1,"{""coordinates"": [[-79.41468612999999, 43.70119931]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
450,186,2670,Ritchie Avenue Parkette,Ritchie Avenue Parkette Drinking Fountain ,Drinking Fountain,Located west of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=186,77 Ritchie Ave  ,2026-05-06T06:22:57,Ritchie Avenue Parkette Drinking Fountain ,None,None,1,"{""coordinates"": [[-79.4491458, 43.65391408]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
451,2021,102242,Rita Cox Park,Rita Cox Park Drinking Water Station,"Drinking Fountain, Dog Fountain",Located east of the playground along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2021,14 Machells Ave  ,2026-05-06T06:22:39,Rita Cox Park Drinking Water Station,None,None,1,"{""coordinates"": [[-79.42548756, 43.640168339999995]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
452,2788,45646,Regent Park,Regent Park Playground Drinking Fountain ,Drinking Fountain,Located south of the playground along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2788,600 Dundas St  E ,2026-05-06T06:22:09,Regent Park Playground Drinking Fountain ,None,None,1,"{""coordinates"": [[-79.36165521, 43.66152915]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
453,2788,45647,Regent Park,Regent Park Drinking Fountain ,Drinking Fountain,"Located on the southeast corner of the park, along the pathway.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2788,600 Dundas St  E ,2026-05-06T06:22:02,Regent Park Drinking Fountain ,None,None,1,"{""coordinates"": [[-79.36143817, 43.66091939]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
454,2788,77995,Regent Park,Regent Park Dog Off-Leash Area Drinking Water Station ,"Drinking Fountain, Dog Fountain",Located inside on the northeast corner of the dog off-leash area.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2788,600 Dundas St  E ,2026-05-06T06:21:55,Regent Park Dog Off-Leash Area Drinking Water Station ,None,None,1,"{""coordinates"": [[-79.36269833, 43.66086282]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
455,419,102265,Regent Park Athletic Grounds,Regent Park Athletic Grounds Drinking Fountain,Drinking Fountain,Located on the outside of the rink building west of the outdoor ice rink.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=419,480 Shuter St  ,2026-05-06T06:21:47,Regent Park Athletic Grounds Drinking Fountain,None,None,1,"{""coordinates"": [[-79.35934333, 43.65867572]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
456,150,2676,Randy Padmore Park,Randy Padmore Park Wading Pool Drinking Fountain,Drinking Fountain,Located next to the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=150,47 Denison Ave  ,2026-05-06T06:21:27,Randy Padmore Park Wading Pool Drinking Fountain,None,None,1,"{""coordinates"": [[-79.40096544000001, 43.64972316]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
457,2674,102080,Queen's Park,Queen's Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located northeast of the statue in the middle of the park along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2674,110 Wellesley St  W ,2026-05-06T06:20:20,Queen's Park Drinking Water Station,None,None,1,"{""coordinates"": [[-79.39244495, 43.66487485]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
458,307,102086,Pottery Playground,Pottery Playground Splash Pad Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located north of the splash pad along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=307,601 Merton St  ,2026-05-06T06:20:02,Pottery Playground Splash Pad Drinking Water Station,None,None,1,"{""coordinates"": [[-79.37862397, 43.69964914]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
459,514,116980,Earlscourt Park,Earlscourt Park Splash Pad Bottle Filling Station,Bottle Filling Station,Located west of the splash pad on the outside the park building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=514,1200 Landsdowne Ave,2026-05-05T14:32:34,Earlscourt Park Splash Pad Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.45147774, 43.67411244]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
460,69,102177,S.A.D.R.A. Park,S.A.D.R.A. Park Drinking Fountain,Drinking Fountain,"Located east of the playground, along the pathway close to Silverthorn Avenue.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=69,455 Old Weston Rd  ,2026-05-05T14:32:03,S.A.D.R.A. Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.46084043, 43.67557674]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
461,170,73802,Ravina Gardens,Ravina Gardens Splash Pad Bottle Filling Station,Bottle Filling Station,Located northwest of the splash pad.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=170,290 Clendenan Ave  ,2026-05-05T14:31:41,Ravina Gardens Splash Pad Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.47190874, 43.65913561]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
462,831,102102,Harwood Park,Harwood Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located on the corner of Leigh Street and McCormack Street.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=831,51 Leigh St  ,2026-05-05T14:28:11,Harwood Park Drinking Water Station,None,None,1,"{""coordinates"": [[-79.47751109000001, 43.67597344]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
463,674,2188,Lanyard Park,Lanyard Park Tennis Court Drinking Fountain,Drinking Fountain,"Located along the pathway, south of the tennis courts.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=674,138 Lanyard Rd  ,2026-05-05T14:27:00,Lanyard Park Tennis Court Drinking Fountain,None,None,1,"{""coordinates"": [[-79.54859252, 43.74700484]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
464,832,102096,Henrietta Park,Henrietta Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain","Located along the pathway, north of the playground.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=832,1 Henrietta St  ,2026-05-05T10:44:28,Henrietta Park Drinking Water Station,None,None,1,"{""coordinates"": [[-79.48093766000001, 43.67135154]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
465,129,2323,FALSTAFF PARK,Falstaff Park Drinking Fountain,Drinking Fountain,Located on the grassy area south of the basketball courts.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=129,60 Felstead Ave  ,2026-05-05T10:19:30,Falstaff Park Drinking Fountain,Technical Issue,None,0,"{""coordinates"": [[-79.5028796, 43.71658783]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
466,559,2321,Fennimore Park,Fennimore Park Playground Drinking Fountain,Drinking Fountain,Located on the pathway south of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=559,78 Fennimore Cres  ,2026-05-05T10:19:04,Fennimore Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.52189559, 43.74540504]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
467,772,102017,Viewmount Park,Viewmount Park Baseball Diamond Bottle Filling Station,Bottle Filling Station,Located north of the baseball diamond along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=772,169 Viewmount Ave  ,2026-05-05T09:55:07,Viewmount Park Baseball Diamond Bottle Filling Station,Under Construction,No access to activate during construction. ,2,"{""coordinates"": [[-79.43774513000001, 43.70715765]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
468,772,2418,Viewmount Park,Viewmount Park Tennis Court Drinking Fountain,Drinking Fountain,Located west of the outdoor tennis courts along the north side of the Community Centre.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=772,169 Viewmount Ave  ,2026-05-05T09:54:30,Viewmount Park Tennis Court Drinking Fountain,Under Construction,No access to activate during construction. ,2,"{""coordinates"": [[-79.43723546000001, 43.70764117]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
469,1104,2605,St. Clements - Yonge Parkette,St. Clements - Yonge Parkette Drinking Fountain,Drinking Fountain,Located along the pathway on the west side of the park. ,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1104,14 St Clements Ave  ,2026-05-05T09:52:28,St. Clements - Yonge Parkette Drinking Fountain,Under Construction,Area is not accessible. ,2,"{""coordinates"": [[-79.40003220000001, 43.71313592]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
470,292,132557,Phin Park,Phin Park Wading Pool Drinking Fountain,Drinking Fountain,Located next to the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=292,115 Condor Ave,2026-05-05T06:19:21,Phin Park Wading Pool Drinking Fountain,None,None,1,"{""coordinates"": [[-79.33630357, 43.67755115]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
471,284,2702,Perth Square Park,Perth Square Park Splash Pad Drinking Fountain,Drinking Fountain,Located next to the splash pad.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=284,350 Perth Ave  ,2026-05-05T06:18:58,Perth Square Park Splash Pad Drinking Fountain,None,None,1,"{""coordinates"": [[-79.45214404000001, 43.664133199999995]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
472,284,2701,Perth Square Park,Perth Square Park Drinking Fountain,Drinking Fountain,Located in the southeast corner of the park.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=284,350 Perth Ave  ,2026-05-05T06:18:51,Perth Square Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.45182493, 43.66377444]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
473,385,2703,Perth Avenue Parkette,Perth Avenue Parkette Drinking Fountain,Drinking Fountain,Located at the corner of Perth Avenue and Randolph Avenue.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=385,160 Perth Ave  ,2026-05-05T06:18:43,Perth Avenue Parkette Drinking Fountain,None,None,1,"{""coordinates"": [[-79.44976749000001, 43.65880092]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
474,2585,102186,Parkview Gardens,Parkview Gardens Drinking Fountain,Drinking Fountain,Located on the southwest area of the park at the corner of St. Clair Avenue East and Sandra Road.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2585,4 Sandra Rd  ,2026-05-05T06:18:22,Parkview Gardens Drinking Fountain,None,None,1,"{""coordinates"": [[-79.31471581, 43.70488465]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
475,115,2713,Orchard Park,Orchard Park Splash Pad Drinking Fountain,Drinking Fountain,Located next to the splash pad.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=115,1987 Dundas St  E ,2026-05-05T06:18:02,Orchard Park Splash Pad Drinking Fountain,None,None,1,"{""coordinates"": [[-79.31365545999999, 43.66886341]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
476,168,102050,Moorevale Park,Moorevale Park Tennis Club Bottle Filling Station,Bottle Filling Station,Located north of the tennis club washroom building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=168,175 Moore Ave  ,2026-05-05T06:17:18,Moorevale Park Tennis Club Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.38221949, 43.69372746]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
477,168,102187,Moorevale Park,Moorevale Park Playground Drinking Fountain,Drinking Fountain,Located north of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=168,175 Moore Ave  ,2026-05-05T06:17:12,Moorevale Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.38184486, 43.693841160000005]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
478,146,2118,Moncur Playground,Moncur Playground Drinking Fountain,Drinking Fountain,Located at the entrance to the park from Lower Coxwell Avenue.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=146,10 Gainsborough Rd  ,2026-05-05T06:16:56,Moncur Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.31822782, 43.670787729999994]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
479,2466,18524,McCleary Playground,McCleary Park Playground Drinking Fountain,Drinking Fountain,"Located in the southeast corner of the park, along Mc Gee Street.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2466,80 Mc Gee St  ,2026-05-05T06:15:28,McCleary Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.34522422, 43.65912171]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
480,379,2132,McCleary Park,McCleary Park Drinking Fountain,Drinking Fountain,Located east of the washroom building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=379,755 Lake Shore Blvd  E ,2026-05-05T06:15:21,McCleary Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.3405874, 43.65343525]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
481,427,2486,Balmy Beach Park,Balmy Beach Park Silver Birch Boathouse Drinking Fountain,Drinking Fountain,Located on the east side of the Silver Birch Boathouse.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=427,1 Beech Ave  ,2026-05-05T06:14:47,Balmy Beach Park Silver Birch Boathouse Drinking Fountain,None,None,1,"{""coordinates"": [[-79.28454146, 43.67034125]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
482,427,102069,Balmy Beach Park,Balmy Beach Park MacLean Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located on the Martin Goodman Trail at MacLean Avenue.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=427,1 Beech Ave  ,2026-05-05T06:14:40,Balmy Beach Park MacLean Drinking Water Station,None,None,1,"{""coordinates"": [[-79.28975507999999, 43.668915]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
483,427,102010,Balmy Beach Park,Balmy Beach Park Boardwalk Bottle Filling Station,Bottle Filling Station,Located next to the Boardwalk at the west end of the Silver Birch Boathouse.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=427,1 Beech Ave  ,2026-05-05T06:14:26,Balmy Beach Park Boardwalk Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.28478768, 43.67021972]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
484,384,2708,Matty Eckler Playground,Matty Eckler Playground Wading Pool Bottle Filling Station,Bottle Filling Station,Located next to the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=384,953 Gerrard St  E ,2026-05-05T06:14:10,Matty Eckler Playground Wading Pool Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.33855407, 43.66790094]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
485,455,2134,Massey Harris Park,Massey Harris Park Drinking Water Station,"Drinking Fountain, Dog Fountain",Located under the shade structure.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=455,945 King St  W ,2026-05-05T06:13:54,Massey Harris Park Drinking Water Station,None,None,1,"{""coordinates"": [[-79.41341279999999, 43.64143464]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
486,49,2135,Masaryk Park,Masaryk Park Wading Pool Drinking Fountain,Drinking Fountain,Located north of the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=49,212 Cowan Ave  ,2026-05-05T06:13:38,Masaryk Park Wading Pool Drinking Fountain,None,None,1,"{""coordinates"": [[-79.43288841, 43.64023048]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
487,471,102131,Marilyn Bell Park,Marilyn Bell Park South Drinking Water Station,"Bottle Filling Station, Drinking Fountain","Located on the south side of the park, midway along the north side of Aquatic Drive Trail.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=471,1095 Lake Shore Blvd  W ,2026-05-05T06:13:23,Marilyn Bell Park South Drinking Water Station,None,None,1,"{""coordinates"": [[-79.43083159000001, 43.63043556]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
488,471,2142,Marilyn Bell Park,Marilyn Bell Park North Drinking Water Station,"Drinking Fountain, Dog Fountain","Located on the north side of the park, midway along the south side of Martin Goodman Trail.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=471,1095 Lake Shore Blvd  W ,2026-05-05T06:13:15,Marilyn Bell Park North Drinking Water Station,None,None,1,"{""coordinates"": [[-79.43051333999999, 43.6312762]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
489,378,102037,MacGregor Playground,MacGregor Playground Splash Pad Bottle Filling Station,"Bottle Filling Station, Drinking Fountain",Located north of the splash pad along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=378,346 Lansdowne Ave  ,2026-05-05T06:12:51,MacGregor Playground Splash Pad Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.44144495, 43.65337212]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
490,3799,116976,Love Park,Love Park Bottle Filling Station,Bottle Filling Station,Located south of the dog off-leash area.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3799,96 Queens Quay W,2026-05-05T06:12:24,Love Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.37959323, 43.641019889999995]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
491,3733,102091,Logan Green Field,Logan Green Field Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located on the southwest corner of the park along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3733,921 Logan Ave   ,2026-05-05T06:12:06,Logan Green Field Drinking Water Station,None,None,1,"{""coordinates"": [[-79.34949540000001, 43.67876461]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
