_id,id,asset_id,location,alternative_name,type,location_details,url,address,PostedDate,AssetName,Reason,Comments,Status,geometry,,,,,,,,,,Type of Fountains,,,
492,1084,2176,Liberty Village Park,Liberty Village Park Drinking Water Station,"Drinking Fountain, Dog Fountain",Located west of the heritage building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1084,70 East Liberty St  ,2026-05-05T06:11:27,Liberty Village Park Drinking Water Station,None,None,1,"{""coordinates"": [[-79.41460350999999, 43.63878039]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
493,1465,101876,Grand Avenue Park,Grand Avenue Park Bottle Filling Station,Bottle Filling Station,Located north of the playground and dog off-leash area along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1465,1 Grand Ave,2026-05-04T11:16:40,Grand Avenue Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.49104537, 43.62211628]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
494,3791,970147,Canon Jackson Park,Canon Jackson Splash Pad Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located to the east of the splash pad south of the playground and shade structure.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3791,80 Canon Jackson Dr.,2026-05-04T11:04:24,Canon Jackson Splash Pad Drinking Water Station,None,None,1,"{""coordinates"": [[-79.47183907, 43.69823939]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
495,1451,2406,Cliff Lumsdon Park,Cliff Lumsdon Park Drinking Fountain,Drinking Fountain,Located on the pathway near the west end of the park.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1451,101 Lake Shore Dr  ,2026-05-04T11:03:10,Cliff Lumsdon Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.50211789, 43.59505344]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
496,3609,96703,Syd Cole Park,Syd Cole Park Playground Bottle Filling Station,Bottle Filling Station,Located east of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3609,60 Eastwood Park Gardens   ,2026-05-04T10:54:40,Syd Cole Park Playground Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.53363979000001, 43.59577052]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
497,769,2452,Upwood Greenbelt,Upwood Greenbelt Playground Drinking Fountain,Drinking Fountain,Located southwest of the playground on the east side of the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=769,44 Marshlynn Ave  ,2026-05-04T10:52:34,Upwood Greenbelt Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.50074348, 43.705037329999996]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
498,219,102013,Beaches Park,Beaches Park Boathouse Bottle Filling Station,Bottle Filling Station,Located on the pathway between the Martin Goodman Trail and the boathouse.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=219,2075 Queen St  E ,2026-05-04T06:37:45,Beaches Park Boathouse Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.29621946, 43.66695891]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
499,884,102199,Kay Gardner Beltline Park,Kay Gardner Beltline Park Mount Pleasant Road Drinking Water Station,"Drinking Fountain, Dog Fountain","Located behind the Toronto Water building, west of Mount Pleasant Road.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=884,378 Mount Pleasant Rd  ,2026-05-04T06:37:25,Kay Gardner Beltline Park Mount Pleasant Road Drinking Water Station,None,None,1,"{""coordinates"": [[-79.38765384000001, 43.69746631]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
500,884,2208,Kay Gardner Beltline Park,Kay Gardner Beltline Park Marton Street Drinking Water Station,"Drinking Fountain, Dog Fountain",Located at the entrance to the trail off the Marton Street laneway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=884,378 Mount Pleasant Rd  ,2026-05-04T06:37:18,Kay Gardner Beltline Park Marton Street Drinking Water Station,None,None,1,"{""coordinates"": [[-79.39496507000001, 43.6958048]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
501,2825,132559,June Callwood Park,June Callwood Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located on the west side of the park south of Fort York Boulevard.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2825,636 Fleet St,2026-05-04T06:36:55,June Callwood Park Drinking Water Station,None,None,1,"{""coordinates"": [[-79.40411959, 43.63721516]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
502,1467,102248,Joseph Burr Tyrrell Park,Joseph Burr Tyrrell Park Playground Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located next to the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1467,10 Dalton Rd  ,2026-05-04T06:36:38,Joseph Burr Tyrrell Park Playground Drinking Water Station,None,None,1,"{""coordinates"": [[-79.40711683, 43.66670543]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
503,375,102077,Jesse Ketchum Park,Jesse Ketchum Park Bottle Filling Station,Bottle Filling Station,Located next to the shade structure.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=375,1310 Bay St  ,2026-05-04T06:36:22,Jesse Ketchum Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.39095603, 43.67258171]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
504,151,80209,Jean Sibelius Square,Jean Sibelius Square Drinking Fountain,Drinking Fountain,"Located next to the fieldhouse building, northwest corner of the park.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=151,50 Kendal Ave  ,2026-05-04T06:36:07,Jean Sibelius Square Drinking Fountain,None,None,1,"{""coordinates"": [[-79.40912003999999, 43.671608559999996]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
505,97,79137,Irene Avenue Parkette,Irene Avenue Parkette Playground Drinking Fountain,Drinking Fountain,Located east of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=97,760 Shaw St  ,2026-05-04T06:35:53,Irene Avenue Parkette Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.42368556, 43.66292775]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
506,93,102082,Huron Street Playground,Huron Street Playground Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",Located near the entrance by Lowther Avenue and Huron Street.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=93,495 Huron St  ,2026-05-04T06:35:34,Huron Street Playground Drinking Water Station,None,None,1,"{""coordinates"": [[-79.40217802000001, 43.669404500000006]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
507,2542,2148,HTO Park West,HTO Park West Drinking Fountain,Drinking Fountain,Located in the northeast corner of the park.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2542,375 Queens Quay W ,2026-05-04T06:35:16,HTO Park West Drinking Fountain,None,None,1,"{""coordinates"": [[-79.38997649, 43.63779781]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
508,1663,2238,HTO Park,HTO Park Drinking Fountain,Drinking Fountain,Located in the southeast corner of the park.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1663,339 Queens Quay W ,2026-05-04T06:35:09,HTO Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.38749104, 43.637742870000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
509,3788,102405,Hillsdale Avenue Park,Hillsdale Avenue Park Bottle Filling Station,Bottle Filling Station,Located on the south side of the park off of Hillsdale Avenue.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3788,33 Soundan Ave,2026-05-04T06:34:48,Hillsdale Avenue Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.39657270000001, 43.703739129999995]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
510,70,2288,Greenwood Park,Greenwood Park Splash Pad Drinking Fountain,Drinking Fountain,Located next to the splash pad.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=70,150 Greenwood Ave  ,2026-05-04T06:34:31,Greenwood Park Splash Pad Drinking Fountain,None,None,1,"{""coordinates"": [[-79.32915323, 43.669639450000005]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
511,70,132642,Greenwood Park,Greenwood Park Dog Off-Leash Area South Dog Fountain,Dog Fountain,Located at the southeast entrance of the dog off-leash area.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=70,150 Greenwood Ave,2026-05-04T06:34:24,Greenwood Park Dog Off-Leash Area South Dog Fountain,None,None,1,"{""coordinates"": [[-79.32868658999999, 43.66769117]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
512,70,78240,Greenwood Park,Greenwood Park Dog Off-Leash Area Dog Fountain,Dog Fountain,Located at the west entrance of the dog off-leash area.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=70,150 Greenwood Ave  ,2026-05-04T06:34:17,Greenwood Park Dog Off-Leash Area Dog Fountain,None,None,1,"{""coordinates"": [[-79.32937271, 43.66788301]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
513,2030,2301,Gledhill Park,Gledhill Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located next to the splash pad.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2030,125 Gledhill Ave  ,2026-05-04T06:34:00,Gledhill Park Drinking Water Station,None,None,1,"{""coordinates"": [[-79.30980294, 43.69092462]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
514,426,102045,George Webster Park,George Webster Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located between the spash pad and wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=426,30 Chapman Ave  ,2026-05-04T06:33:39,George Webster Park Drinking Water Station,None,None,1,"{""coordinates"": [[-79.30084042, 43.700634390000005]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
515,129,2322,Felstead Avenue Playground,Felstead Avenue Playground Drinking Fountain,Drinking Fountain,Located on the pathway north of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=129,60 Felstead Ave  ,2026-05-04T06:33:24,Felstead Avenue Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.32974202, 43.68026431]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
516,2554,2329,Erwin Krickhahn Park,Erwin Krickhahn Park Bottle Filling Station,Bottle Filling Station,Located on the pathway south of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2554,121 Rankin Cres  ,2026-05-04T06:33:08,Erwin Krickhahn Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.44615105, 43.65898923]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
517,87,2357,Dufferin Grove Park,Dufferin Grove Park Wading Pool Drinking Fountain,Drinking Fountain,Located on the pathway south of the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=87,875 Dufferin St  ,2026-05-04T06:32:50,Dufferin Grove Park Wading Pool Drinking Fountain,None,None,1,"{""coordinates"": [[-79.43175403000001, 43.65565829]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
518,87,2358,Dufferin Grove Park,Dufferin Grove Park Sports Field Drinking Fountain,Drinking Fountain,Located on north side of the washroom building beside the sports field.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=87,875 Dufferin St  ,2026-05-04T06:32:43,Dufferin Grove Park Sports Field Drinking Fountain,None,None,1,"{""coordinates"": [[-79.43226473, 43.657092649999996]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
519,3584,102261,Diamond Jubilee Promenade,Diamond Jubilee Promenade Drinking Fountain,Drinking Fountain,Located along the sidewalk on the east side of  Tannery Road.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3584,475 Front St  E ,2026-05-04T06:31:21,Diamond Jubilee Promenade Drinking Fountain,None,None,1,"{""coordinates"": [[-79.35478388, 43.65353289]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
520,3584,102262,Diamond Jubilee Promenade,Diamond Jubilee Promenade Drinking Fountain,Drinking Fountain,Located along the sidewalk on the east side of  Rolling Mills Road.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3584,475 Front St  E ,2026-05-04T06:31:13,Diamond Jubilee Promenade Drinking Fountain,None,None,1,"{""coordinates"": [[-79.35575897, 43.653304840000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
521,3584,102263,Diamond Jubilee Promenade,Diamond Jubilee Promenade Drinking Fountain,Drinking Fountain,Located along the sidewalk on the east side of  Cooperage Street.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3584,475 Front St  E ,2026-05-04T06:31:05,Diamond Jubilee Promenade Drinking Fountain,None,None,1,"{""coordinates"": [[-79.35672602000001, 43.65308185]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
522,2568,2389,Cosburn Park,Cosburn Park Bowling Green Drinking Fountain,Drinking Fountain,"Located between the lawn bowling and tennis club buildings, inside the bowling greens.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2568,115 Roosevelt Rd  ,2026-05-04T06:30:46,Cosburn Park Bowling Green Drinking Fountain,None,None,1,"{""coordinates"": [[-79.33039303, 43.69308529]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
523,223,102016,College Park,College Park Bottle Filling Station,Bottle Filling Station,Located next to the Barbara Ann Scott outdoor rink building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=223,420 Yonge St  ,2026-05-04T06:30:23,College Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.38358943, 43.659829949999995]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
524,220,102021,Coleman Park,Coleman Park Wading Pool Drinking Fountain,Drinking Fountain,Located on the pathway at the north side of the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=220,19 Coleman Ave  ,2026-05-04T06:30:09,Coleman Park Wading Pool Drinking Fountain,None,None,1,"{""coordinates"": [[-79.30009387999999, 43.689307830000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
525,3697,78976,Clover Hill Park,Clover Hill Park Bottle Filling Station,Bottle Filling Station,Located on the pathway north of the splash pad.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3697,50 St. Joseph St.   ,2026-05-04T06:29:54,Clover Hill Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.38838684, 43.66627072]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
526,211,2404,Close Avenue Parkette,Close Avenue Parkette Bottle Filling Station,Bottle Filling Station,Located on the north side of the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=211,116 Close Ave  ,2026-05-04T06:29:37,Close Avenue Parkette Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.43488364, 43.63703889]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
527,629,2432,Cedarvale Park,Cedarvale Park Tennis Court Drinking Water Station,"Drinking Fountain, Dog Fountain",Located on the pathway at the west side of the tennis courts.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=629,443 Arlington Ave  ,2026-05-04T06:28:51,Cedarvale Park Tennis Court Drinking Water Station,None,None,1,"{""coordinates"": [[-79.43242818, 43.692799900000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
528,629,78151,Cedarvale Park,Cedarvale Park Dog Off-Leash Area Drinking Water Station,"Drinking Fountain, Dog Fountain",Located inside the dog off-leash area just north of the west gate.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=629,443 Arlington Ave  ,2026-05-04T06:28:43,Cedarvale Park Dog Off-Leash Area Drinking Water Station,None,None,1,"{""coordinates"": [[-79.429654, 43.69202577]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
